system:index,Average_Temp,County,Elevation,Humidity,Land_Cover,Max_Temp,Min_Temp,Month,Precipitation,SubCounty,Vegetation_NDVI,Year,.geo
0_00000000000000000044,23.304132283060508,Siaya,1201.0864409909516,68.87855313723531,30.013801012722208,25.458028198250705,19.189869205315095,1.0,136.08722516932664,Rarieda Sub County,0.5253378780954973,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000070,21.592417136816376,Siaya,1354.955211174957,70.34002907694737,21.78865091802582,23.357422821236046,17.997259452571296,1.0,124.46853689652849,Gem Sub County,0.6437738551279821,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007c,21.616973816363412,Siaya,1257.2314975133545,70.11021033795872,23.863879167434156,23.573104967660854,17.781454530075273,1.0,109.62628917856803,Ugunja Sub County,0.6075547955424576,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009c,23.03852979899333,Siaya,1197.3269640329625,70.86090029355628,26.743984549651426,25.08330299118108,19.1610196314644,1.0,121.87460902927381,Bondo Sub County,0.5825432867216124,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000be,21.819644468632497,Siaya,1235.727823955939,71.34284771040893,23.04704277304768,23.715410907912165,18.2089515343897,1.0,112.6716395902711,Ugenya Sub County,0.6213958067001846,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000e6,22.041307620890613,Siaya,1231.7746084142395,72.64705719486501,29.03974110032362,23.790083316922313,18.434888056322137,1.0,115.48649695275594,Alego Usonga Sub County,0.5906467999999996,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000044,23.17816385697911,Siaya,1201.0864409909516,73.55144312390014,30.013801012722208,24.665293198150156,21.583824756715526,2.0,181.86578298289584,Rarieda Sub County,0.559656389007699,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000070,21.518550322148364,Siaya,1354.955211174957,77.80126823680109,21.78865091802582,22.710398153415206,20.132132456430774,2.0,223.2862876390482,Gem Sub County,0.6059318392439106,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000007c,21.533314294825743,Siaya,1257.2314975133545,78.63516496768163,23.863879167434156,22.829464221485214,20.08112541545845,2.0,235.28135281967013,Ugunja Sub County,0.5832976957082338,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009c,22.951961145056586,Siaya,1197.3269640329625,75.54506938819252,26.743984549651426,24.36663835039073,21.43133671930691,2.0,182.36561637314648,Bondo Sub County,0.5896372088178097,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
